"","ID","APCPercentage","RouteId","PatternId","Name","HasAPC","IconPrefix","DoorStatus","Longitude","Latitude","Speed","Heading","Updated","UpdatedAgo"
"1","48","0","3442","3442","3393","false","bus","0","117.242369","32.883322","21","N","9:01:50P","3"
"2","48","0","3442","3442","3393","false","bus","0","117.242374","32.883672","6","N","9:01:56P","1"
"3","48","0","3442","3442","3393","false","bus","0","117.242284","32.884379","4","NE","9:02:12P","4"
"4","48","0","3442","3442","3393","false","bus","0","117.242352","32.884015","14","N","9:02:07P","2"
"5","48","0","3442","3442","3393","false","bus","0","117.242284","32.884379","4","NE","9:02:12P","12"
"6","48","0","3442","3442","3393","false","bus","0","117.242284","32.884379","4","NE","9:02:12P","20"
"7","48","0","3442","3442","3393","false","bus","0","117.242284","32.884379","4","NE","9:02:12P","12"
"8","48","0","3442","3442","3393","false","bus","0","117.242422","32.884576","5","N","9:02:36P","4"
"9","48","0","3442","3442","3393","false","bus","0","117.242422","32.884576","5","N","9:02:36P","4"
"10","48","0","3442","3442","3393","false","bus","0","117.242515","32.884791","3","NW","9:02:46P",""
"11","48","0","3442","3442","3393","false","bus","0","117.242515","32.884791","3","NW","9:02:46P",""
"12","48","0","3442","3442","3393","false","bus","0","117.242503","32.885837","7","N","9:03:03P","1"
"13","48","0","3442","3442","3393","false","bus","0","117.242504","32.884923","2","N","9:02:53P","2"
"14","48","0","3442","3442","3393","false","bus","0","117.242503","32.885837","7","N","9:03:03P","1"
"15","48","0","3442","3442","3393","false","bus","0","117.242503","32.88595","0","N","9:03:09P","11"
"16","48","0","3442","3442","3393","false","bus","0","117.242503","32.88595","0","N","9:03:09P","13"
"17","48","0","3442","3442","3393","false","bus","0","117.242503","32.88595","0","N","9:03:09P","16"
"18","48","0","3442","3442","3393","false","bus","0","117.242503","32.88595","0","N","9:03:09P","16"
"19","48","0","3442","3442","3393","false","bus","0","117.24254","32.886326","4","N","9:03:41P","1"
"20","48","0","3442","3442","3393","false","bus","0","117.242519","32.88647","4","N","9:03:45P","2"
"21","48","0","3442","3442","3393","false","bus","0","117.242518","32.886209","4","NW","9:03:38P","3"
"22","48","0","3442","3442","3393","false","bus","0","117.242411","32.887273","17","N","9:03:55P","1"
"23","48","0","3442","3442","3393","false","bus","0","117.242484","32.886764","5","N","9:03:48P","3"
"24","48","0","3442","3442","3393","false","bus","0","117.242411","32.887273","17","N","9:03:55P","1"
"25","48","0","3442","3442","3393","false","bus","0","117.242083","32.888429","4","N","9:04:12P","2"
"26","48","0","3442","3442","3393","false","bus","0","117.242103","32.888309","9","NE","9:04:08P","3"
"27","48","0","3442","3442","3393","false","bus","0","117.242083","32.888429","4","N","9:04:12P","4"
"28","48","0","3442","3442","3393","false","bus","0","117.242083","32.888429","4","N","9:04:12P","4"
"29","48","0","3442","3442","3393","false","bus","0","117.241843","32.888808","5","NE","9:04:27P","2"
"30","48","0","3442","3442","3393","false","bus","0","117.241004","32.888877","7","E","9:04:41P",""
"31","48","0","3442","3442","3393","false","bus","0","117.241004","32.888877","7","E","9:04:41P","3"
"32","48","0","3442","3442","3393","false","bus","0","117.241004","32.888877","7","E","9:04:41P","3"
"33","48","0","3442","3442","3393","false","bus","0","117.240875","32.888905","6","E","9:04:45P",""
"34","48","0","3442","3442","3393","false","bus","0","117.239595","32.888765","18","E","9:05:00P",""
"35","48","0","3442","3442","3393","false","bus","0","117.239595","32.888765","18","E","9:05:00P","7"
"36","48","0","3442","3442","3393","false","bus","0","117.238992","32.888793","3","E","9:05:10P","3"
"37","48","0","3442","3442","3393","false","bus","0","117.238891","32.888255","25","S","9:05:17P",""
"38","48","0","3442","3442","3393","false","bus","0","117.238938","32.888678","8","S","9:05:14P","3"
"39","48","0","3442","3442","3393","false","bus","0","117.238891","32.888255","25","S","9:05:17P",""
"40","48","0","3442","3442","3393","false","bus","0","117.238781","32.886693","31","S","9:05:30P","4"
"41","48","0","3442","3442","3393","false","bus","0","117.238725","32.885943","31","S","9:05:37P","2"
"42","48","0","3442","3442","3393","false","bus","0","117.238781","32.886693","31","S","9:05:30P","4"
"43","48","0","3442","3442","3393","false","bus","0","117.238683","32.885178","32","S","9:05:42P","7"
"44","48","0","3442","3442","3393","false","bus","0","117.238683","32.885178","32","S","9:05:42P","2"
"45","48","0","3442","3442","3393","false","bus","0","117.238683","32.885178","32","S","9:05:42P","7"
"46","48","0","3442","3442","3393","false","bus","0","117.238792","32.884273","2","SE","9:06:03P","3"
"47","48","0","3442","3442","3393","false","bus","0","117.238792","32.884273","2","SE","9:06:03P","2"
"48","48","0","3442","3442","3393","false","bus","0","117.238792","32.884273","2","SE","9:06:03P","2"
"49","48","0","3442","3442","3393","false","bus","0","117.238739","32.883602","1","S","9:06:21P",""
"50","48","0","3442","3442","3393","false","bus","0","117.238739","32.883602","1","S","9:06:21P",""
"51","48","0","3442","3442","3393","false","bus","0","117.23778","32.883378","23","E","9:06:32P","1"
"52","48","0","3442","3442","3393","false","bus","0","117.23778","32.883378","23","E","9:06:32P","5"
"53","48","0","3442","3442","3393","false","bus","0","117.23778","32.883378","23","E","9:06:32P","5"
"54","48","0","3442","3442","3393","false","bus","0","117.23778","32.883378","23","E","9:06:32P","7"
"55","48","0","3442","3442","3393","false","bus","0","117.235884","32.88281","1","E","9:06:53P","1"
"56","48","0","3442","3442","3393","false","bus","0","117.235884","32.88281","1","E","9:06:53P",""
"57","48","0","3442","3442","3393","false","bus","0","117.235759","32.882851","7","NE","9:06:55P","1"
"58","48","0","3442","3442","3393","false","bus","0","117.234777","32.882976","21","E","9:07:04P","6"
"59","48","0","3442","3442","3393","false","bus","0","117.234777","32.882976","21","E","9:07:04P","6"
"60","48","0","3442","3442","3393","false","bus","0","117.234777","32.882976","21","E","9:07:04P","6"
"61","48","0","3442","3442","3393","false","bus","0","117.234409","32.882897","2","E","9:07:12P","5"
"62","48","0","3442","3442","3393","false","bus","0","117.234098","32.882699","11","SE","9:07:23P","3"
"63","48","0","3442","3442","3393","false","bus","0","117.234098","32.882699","11","SE","9:07:23P","3"
"64","48","0","3442","3442","3393","false","bus","0","117.233165","32.881873","2","NE","9:07:40P","1"
"65","48","0","3442","3442","3393","false","bus","0","117.233165","32.881873","2","NE","9:07:40P","1"
